Team Number,Match ID,Left Black Line,Auto Coral Level 1,Auto Coral Level 2,Auto Coral Level 3,Auto Coral Level 4,Auto Algae Processed,Auto Algae Netted,Teleop Coral Level 1,Teleop Coral Level 2,Teleop Coral Level 3,Teleop Coral Level 4,Teleop Algae Processed,Teleop Algae Netted,Cage Climb,
34,2025gal_qm64,No,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
1540,2025gal_qm64,Yes,0,0,0,0,0,0,0,2,4,4,0,1,DeepCage,
180,2025gal_qm64,Yes,0,0,0,1,0,0,0,4,9,7,0,2,DeepCage,
620,2025gal_qm64,Yes,0,0,0,2,0,0,0,3,6,3,0,1,Parked,
10589,2025gal_qm64,Yes,0,0,0,0,0,0,0,0,1,2,0,6,Parked,
1986,2025gal_qm64,Yes,0,0,0,1,0,0,0,1,2,2,0,4,Parked,
2813,2025gal_qm65,Yes,0,2,1,0,0,0,9,3,4,0,0,0,DeepCage,
2992,2025gal_qm65,Yes,0,0,1,0,0,0,0,1,3,3,0,6,None,
1792,2025gal_qm65,Yes,0,0,0,1,0,0,0,1,8,1,0,0,Parked,
3536,2025gal_qm65,Yes,0,0,0,2,0,0,0,0,0,4,0,0,DeepCage,
16,2025gal_qm65,Yes,0,0,0,1,0,0,0,0,2,5,0,7,DeepCage,
59,2025gal_qm65,Yes,0,0,0,2,0,0,1,0,0,2,5,0,DeepCage,
233,2025gal_qm66,Yes,0,0,0,1,0,0,0,0,4,5,0,0,Parked,
5348,2025gal_qm66,Yes,0,0,0,1,0,0,3,0,3,4,1,0,DeepCage,
5348,2025gal_qm66,Yes,0,0,0,1,0,0,3,0,3,5,1,0,DeepCage,
8708,2025gal_qm66,Yes,1,0,0,1,0,0,0,3,3,4,0,0,Parked,
353,2025gal_qm66,Yes,0,0,0,0,0,1,0,0,1,0,0,5,Parked,
9077,2025gal_qm66,Yes,0,0,0,1,0,0,0,4,4,1,0,0,Parked,
8708,2025gal_qm66,Yes,1,0,0,1,0,0,0,3,3,4,0,0,Parked,
3572,2025gal_qm66,Yes,0,0,0,3,0,0,0,4,1,1,2,0,DeepCage,
7539,2025gal_qm67,Yes,0,0,3,0,0,0,1,8,8,0,0,0,Parked,
6989,2025gal_qm67,Yes,0,0,0,0,0,0,0,2,6,0,0,0,Parked,
2883,2025gal_qm67,Yes,0,0,0,3,0,0,0,4,5,6,0,0,DeepCage,
8573,2025gal_qm67,Yes,0,0,0,0,0,0,1,0,1,0,0,0,Parked,
1218,2025gal_qm67,Yes,0,0,0,2,0,0,0,0,0,5,0,0,Parked,
4680,2025gal_qm67,Yes,0,0,0,1,0,1,0,0,0,0,1,0,ShallowCage,
3990,2025gal_qm68,Yes,0,0,0,2,0,0,0,1,5,6,1,3,DeepCage,
3128,2025gal_qm68,Yes,0,0,0,2,0,0,2,3,4,2,0,1,DeepCage,
5847,2025gal_qm68,Yes,0,0,0,1,0,0,0,0,0,0,2,5,Parked,
2230,2025gal_qm68,Yes,0,0,0,3,0,0,1,1,8,3,0,2,DeepCage,
9037,2025gal_qm68,No,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
2530,2025gal_qm68,Yes,0,0,0,2,0,0,1,1,5,2,1,2,DeepCage,
7558,2025gal_qm69,Yes,0,0,0,3,0,0,1,4,5,3,2,0,DeepCage,
6574,2025gal_qm69,Yes,0,0,0,1,0,1,0,0,0,0,0,1,DeepCage,
8503,2025gal_qm69,Yes,0,0,2,0,0,0,0,2,6,0,0,0,Parked,
1538,2025gal_qm69,Yes,0,1,0,1,0,0,1,0,2,7,0,1,Parked,
4946,2025gal_qm69,Yes,0,0,0,3,0,0,0,4,4,3,0,2,DeepCage,
3459,2025gal_qm69,Yes,0,0,0,0,0,0,0,0,0,0,2,0,Parked,
3572,2025gal_qm7,Yes,0,0,0,1,0,0,0,0,2,5,0,0,DeepCage,
2230,2025gal_qm7,Yes,1,0,0,0,0,0,1,0,6,7,0,1,DeepCage,
6989,2025gal_qm7,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
3459,2025gal_qm7,Yes,0,0,0,0,0,0,0,0,2,1,2,0,Parked,
7709,2025gal_qm7,Yes,0,0,0,1,0,0,0,1,0,4,0,4,Parked,
706,2025gal_qm7,Yes,0,0,0,1,0,1,0,0,0,2,0,4,DeepCage,
706,2025gal_qm7,Yes,0,0,0,1,0,1,0,0,0,2,0,4,DeepCage,
706,2025gal_qm7,Yes,0,0,0,1,0,1,0,0,0,2,0,5,Parked,
7709,2025gal_qm7,Yes,0,0,0,0,0,0,0,0,1,4,0,4,None,
8711,2025gal_qm70,Yes,0,0,1,0,0,0,3,1,1,0,0,0,Parked,
9692,2025gal_qm70,Yes,0,0,0,1,0,0,0,2,6,2,0,0,Parked,
4476,2025gal_qm70,Yes,0,0,0,3,0,0,2,3,5,3,2,0,Parked,
9008,2025gal_qm70,Yes,0,0,0,0,0,0,1,1,0,4,0,0,Parked,
5411,2025gal_qm70,Yes,0,0,0,3,0,0,0,4,5,2,0,1,Parked,
1501,2025gal_qm70,Yes,0,0,0,3,0,0,0,5,5,0,2,2,DeepCage,
6429,2025gal_qm71,Yes,0,0,0,0,0,0,0,7,0,0,0,0,DeepCage,
6436,2025gal_qm71,Yes,0,0,0,1,0,0,1,0,4,4,0,0,DeepCage,
190,2025gal_qm71,Yes,0,0,0,4,0,0,1,6,6,4,0,2,DeepCage,
706,2025gal_qm71,Yes,0,0,0,1,0,0,0,0,0,0,1,2,DeepCage,
1561,2025gal_qm71,Yes,0,0,0,1,0,0,4,4,4,0,0,0,DeepCage,
1561,2025gal_qm71,Yes,0,0,0,2,0,0,3,4,4,0,0,0,DeepCage,
4135,2025gal_qm71,Yes,0,0,0,1,0,0,0,0,0,2,2,0,None,
706,2025gal_qm71,Yes,0,0,0,1,0,0,0,0,0,1,1,3,DeepCage,
9140,2025gal_qm72,Yes,0,0,0,1,0,0,0,3,3,2,0,0,Parked,
7769,2025gal_qm72,Yes,0,0,0,3,0,0,1,5,6,3,0,3,DeepCage,
1002,2025gal_qm72,Yes,0,0,0,1,0,0,0,2,1,3,0,0,DeepCage,
4039,2025gal_qm72,Yes,0,0,0,3,0,0,1,1,4,5,0,0,DeepCage,
5712,2025gal_qm72,Yes,1,1,0,0,0,0,1,2,4,4,2,1,DeepCage,
4039,2025gal_qm72,Yes,0,0,0,3,0,0,0,1,3,2,0,0,DeepCage,
3863,2025gal_qm72,Yes,0,0,0,3,0,0,0,6,5,4,0,3,DeepCage,
3035,2025gal_qm73,Yes,0,0,0,3,0,0,0,2,0,2,0,0,DeepCage,
1868,2025gal_qm73,Yes,0,0,0,1,0,0,0,0,3,5,0,2,Parked,
6401,2025gal_qm73,Yes,0,0,0,0,0,0,0,3,4,0,0,0,None,
10011,2025gal_qm73,Yes,0,0,0,0,0,0,0,0,0,0,0,0,DeepCage,
3035,2025gal_qm73,Yes,0,0,0,2,0,0,0,2,1,4,0,0,DeepCage,
2614,2025gal_qm73,Yes,0,0,0,2,0,0,0,1,1,7,0,0,DeepCage,
9016,2025gal_qm73,Yes,0,0,0,2,0,0,0,0,0,0,0,0,Parked,
3506,2025gal_qm74,Yes,0,0,0,0,0,0,0,1,4,1,0,0,DeepCage,
498,2025gal_qm74,Yes,0,0,0,1,0,1,0,4,5,2,2,0,DeepCage,
8214,2025gal_qm74,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
498,2025gal_qm74,Yes,0,0,0,2,1,0,0,4,3,5,0,0,DeepCage,
2370,2025gal_qm74,Yes,0,0,0,1,0,0,0,4,3,4,0,0,DeepCage,
4522,2025gal_qm74,Yes,0,0,0,3,0,0,0,5,3,4,1,2,DeepCage,
2370,2025gal_qm74,Yes,0,0,0,0,0,0,0,0,0,3,1,0,Parked,
201,2025gal_qm74,Yes,0,0,0,2,0,0,0,2,0,0,1,3,DeepCage,
1625,2025gal_qm75,Yes,0,0,0,1,0,0,0,4,2,0,2,3,DeepCage,
9483,2025gal_qm75,Yes,0,0,0,1,0,0,8,1,7,4,0,0,DeepCage,
1625,2025gal_qm75,Yes,0,0,1,1,0,0,7,4,7,5,0,0,DeepCage,
4381,2025gal_qm75,Yes,0,0,0,1,0,0,0,2,5,5,0,0,Parked,
7709,2025gal_qm75,Yes,0,0,0,1,0,0,1,2,1,2,0,0,Parked,
10690,2025gal_qm75,Yes,0,0,0,1,0,0,0,2,3,2,1,0,Parked,
971,2025gal_qm75,Yes,0,0,0,1,0,0,0,2,3,3,0,0,DeepCage,
971,2025gal_qm75,Yes,0,0,0,0,0,0,0,5,3,6,0,0,DeepCage,
834,2025gal_qm76,Yes,0,0,0,1,0,0,0,4,4,4,0,0,DeepCage,
8708,2025gal_qm76,Yes,1,0,0,1,0,0,0,2,5,3,0,0,DeepCage,
1218,2025gal_qm76,Yes,0,0,0,1,0,0,0,6,3,5,0,0,ShallowCage,
34,2025gal_qm76,Yes,0,0,0,0,0,0,0,0,0,0,0,0,DeepCage,
834,2025gal_qm76,Yes,0,0,0,2,0,0,0,3,3,4,0,0,DeepCage,
3572,2025gal_qm76,Yes,0,0,0,3,0,0,0,1,2,2,2,0,Parked,
16,2025gal_qm76,Yes,0,0,0,1,0,0,0,0,1,1,4,5,DeepCage,
9037,2025gal_qm77,Yes,0,0,0,1,0,0,1,0,1,1,2,0,DeepCage,
2813,2025gal_qm77,Yes,0,1,0,0,0,0,8,5,2,0,0,0,DeepCage,
353,2025gal_qm77,Yes,0,0,0,1,0,0,0,2,1,1,0,3,Parked,
4946,2025gal_qm77,Yes,0,0,0,4,0,0,0,8,5,4,0,0,DeepCage,
8503,2025gal_qm77,Yes,0,0,1,0,0,0,0,4,4,0,2,0,DeepCage,
8503,2025gal_qm77,Yes,0,0,0,0,0,0,0,2,4,0,2,0,DeepCage,
8503,2025gal_qm77,Yes,0,0,1,0,0,0,0,3,5,0,2,0,DeepCage,
1540,2025gal_qm77,Yes,0,0,0,1,0,0,1,1,6,4,0,3,DeepCage,
9037,2025gal_qm77,Yes,0,0,0,2,0,0,3,1,3,2,0,0,DeepCage,
3128,2025gal_qm78,Yes,0,0,0,1,0,0,1,3,1,5,0,0,DeepCage,
6989,2025gal_qm78,Yes,0,0,1,0,0,0,2,0,3,0,0,0,Parked,
1792,2025gal_qm78,Yes,1,0,0,1,0,0,1,5,4,0,0,0,Parked,
2883,2025gal_qm78,Yes,0,0,0,2,0,0,0,2,4,4,0,0,DeepCage,
9785,2025gal_qm78,Yes,0,0,0,3,0,0,2,3,4,4,0,0,Parked,
2883,2025gal_qm78,Yes,0,0,0,2,0,0,0,2,4,5,0,0,DeepCage,
620,2025gal_qm78,Yes,0,0,0,1,0,0,5,6,3,0,0,1,Parked,
3990,2025gal_qm79,Yes,0,0,0,3,0,0,0,5,2,1,2,2,DeepCage,
9077,2025gal_qm79,Yes,0,0,0,1,0,0,0,3,3,2,2,0,Parked,
3990,2025gal_qm79,Yes,0,0,0,2,0,3,0,2,2,5,0,3,DeepCage,
1561,2025gal_qm79,Yes,0,0,0,2,0,0,2,3,2,0,0,0,Parked,
6436,2025gal_qm79,Yes,0,0,0,2,0,0,0,1,4,2,0,0,DeepCage,
9008,2025gal_qm79,Yes,0,0,0,1,0,0,0,0,2,3,0,0,DeepCage,
5847,2025gal_qm79,Yes,0,0,0,2,0,0,0,1,6,2,0,6,Parked,
2992,2025gal_qm8,Yes,0,0,1,0,0,1,0,0,0,0,0,1,Parked,
8503,2025gal_qm8,No,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
1868,2025gal_qm8,Yes,0,0,0,0,0,0,0,0,0,4,0,0,Parked,
7539,2025gal_qm8,Yes,0,1,0,0,0,0,0,3,10,0,0,0,Parked,
4135,2025gal_qm8,Yes,0,0,0,0,0,0,1,0,0,0,0,0,Parked,
1868,2025gal_qm8,Yes,0,0,0,0,0,0,0,0,0,4,0,0,DeepCage,
3128,2025gal_qm8,No,0,0,0,0,0,0,2,0,0,5,0,0,Parked,
5348,2025gal_qm80,Yes,0,0,0,0,0,0,0,0,0,0,0,2,Parked,
9140,2025gal_qm80,Yes,0,0,0,2,0,0,0,0,2,8,0,5,DeepCage,
9140,2025gal_qm80,Yes,0,0,0,1,0,0,0,0,2,7,0,4,DeepCage,
5348,2025gal_qm80,Yes,0,0,0,0,0,0,0,0,0,1,2,0,Parked,
1986,2025gal_qm80,Yes,0,0,0,0,0,0,0,0,1,3,0,2,DeepCage,
4135,2025gal_qm80,No,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
59,2025gal_qm80,Yes,0,0,0,2,0,0,1,0,5,5,0,1,DeepCage,
8573,2025gal_qm80,Yes,1,0,0,1,0,0,0,4,1,0,0,0,Parked,
4135,2025gal_qm80,Yes,0,0,0,0,0,0,0,0,0,0,0,0,DeepCage,
3536,2025gal_qm81,Yes,0,0,0,1,0,0,0,2,4,6,0,2,DeepCage,
8711,2025gal_qm81,Yes,1,0,0,0,0,0,0,0,7,0,0,0,DeepCage,
1538,2025gal_qm81,Yes,0,0,0,1,0,0,1,0,1,4,0,2,DeepCage,
3459,2025gal_qm81,Yes,0,0,0,0,0,0,0,0,0,0,3,0,None,
3536,2025gal_qm81,Yes,0,0,0,1,0,0,0,2,8,4,0,1,DeepCage,
4680,2025gal_qm81,Yes,1,0,0,0,0,2,0,0,0,0,0,6,ShallowCage,
10011,2025gal_qm81,Yes,2,0,0,0,0,0,1,0,5,0,0,0,Parked,
6401,2025gal_qm82,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
190,2025gal_qm82,Yes,0,0,0,2,0,0,2,6,3,1,0,2,DeepCage,
7558,2025gal_qm82,Yes,0,0,0,1,0,0,1,0,0,0,2,6,DeepCage,
4522,2025gal_qm82,Yes,0,0,0,4,0,0,0,5,9,1,0,0,DeepCage,
498,2025gal_qm82,Yes,0,0,0,2,0,0,0,0,1,7,3,0,DeepCage,
7539,2025gal_qm82,Yes,0,0,3,0,0,0,1,7,9,0,0,0,DeepCage,
9692,2025gal_qm83,Yes,0,0,0,2,0,0,0,1,3,5,0,0,Parked,
9483,2025gal_qm83,Yes,0,0,2,1,0,0,6,6,4,6,0,0,DeepCage,
9016,2025gal_qm83,Yes,0,0,0,1,0,0,0,0,1,0,0,0,DeepCage,
3506,2025gal_qm83,Yes,0,0,0,1,0,0,0,5,1,3,0,0,DeepCage,
6429,2025gal_qm83,Yes,0,0,0,0,0,0,1,2,2,0,2,0,Parked,
1002,2025gal_qm83,Yes,0,0,0,1,0,0,0,2,4,1,0,0,Parked,
2230,2025gal_qm84,Yes,0,0,0,3,0,0,1,5,5,3,0,2,DeepCage,
1868,2025gal_qm84,Yes,0,0,0,1,0,0,0,2,3,4,0,0,DeepCage,
2370,2025gal_qm84,Yes,0,0,0,1,0,0,2,4,3,2,0,2,DeepCage,
5712,2025gal_qm84,Yes,0,0,0,2,0,0,1,4,4,4,0,0,DeepCage,
1625,2025gal_qm84,Yes,0,0,0,1,0,0,0,3,1,0,2,3,DeepCage,
4476,2025gal_qm84,Yes,0,0,0,2,0,0,7,4,4,2,0,0,Parked,
2530,2025gal_qm85,Yes,0,0,0,1,0,0,1,1,4,5,2,0,DeepCage,
4381,2025gal_qm85,Yes,0,0,0,2,0,0,0,3,2,3,0,1,DeepCage,
3863,2025gal_qm85,Yes,0,0,0,0,0,0,0,2,6,0,0,0,DeepCage,
2614,2025gal_qm85,Yes,0,0,0,0,0,0,2,3,2,2,1,0,DeepCage,
5411,2025gal_qm85,Yes,0,0,0,2,0,0,0,4,4,4,1,0,Parked,
706,2025gal_qm85,Yes,0,0,0,1,0,0,0,0,0,0,0,0,None,
2992,2025gal_qm86,Yes,0,0,1,0,0,1,0,1,6,2,1,3,Parked,
176,2025gal_qm86,Yes,0,0,0,3,0,0,0,5,4,3,0,2,DeepCage,
7709,2025gal_qm86,Yes,0,0,0,2,0,0,0,0,5,4,0,1,DeepCage,
8214,2025gal_qm86,Yes,0,0,0,2,0,0,0,4,3,0,1,0,Parked,
180,2025gal_qm86,Yes,0,0,0,3,0,0,0,0,0,1,0,2,DeepCage,
7769,2025gal_qm86,Yes,0,0,0,1,0,3,0,5,5,3,0,1,DeepCage,
201,2025gal_qm87,Yes,0,0,0,2,0,0,0,5,4,1,0,1,Parked,
10589,2025gal_qm87,Yes,0,0,0,1,0,0,0,1,4,4,1,0,Parked,
3035,2025gal_qm87,Yes,0,0,0,1,0,0,1,4,1,2,2,1,DeepCage,
4039,2025gal_qm87,Yes,0,0,0,3,0,0,2,4,5,2,0,0,DeepCage,
3035,2025gal_qm87,No,0,0,0,1,0,0,0,2,1,2,2,1,DeepCage,
10690,2025gal_qm87,Yes,0,0,0,0,0,0,0,3,1,1,0,0,Parked,
233,2025gal_qm87,Yes,0,0,0,1,0,0,2,3,1,2,0,1,Parked,
5348,2025gal_qm88,Yes,0,0,0,1,0,0,3,0,2,2,2,0,DeepCage,
971,2025gal_qm88,Yes,0,0,0,2,0,0,2,1,2,3,0,3,Parked,
1501,2025gal_qm88,Yes,0,0,0,3,0,0,2,8,6,0,0,0,Parked,
834,2025gal_qm88,Yes,0,0,0,0,0,0,0,3,5,4,0,0,DeepCage,
3990,2025gal_qm88,Yes,0,0,0,3,0,0,0,4,6,4,1,2,DeepCage,
6574,2025gal_qm88,Yes,0,0,0,1,0,1,0,0,0,0,1,0,None,
3128,2025gal_qm89,Yes,0,0,0,1,0,0,0,6,6,4,0,2,Parked,
8711,2025gal_qm89,Yes,0,0,1,0,0,0,0,0,1,0,0,0,None,
6989,2025gal_qm89,Yes,0,0,0,0,0,0,2,1,2,0,0,0,Parked,
16,2025gal_qm89,Yes,0,0,0,1,0,1,0,3,4,3,1,2,DeepCage,
9077,2025gal_qm89,Yes,0,0,0,2,0,0,0,0,1,1,0,0,Parked,
9140,2025gal_qm89,Yes,0,0,0,2,0,0,0,2,3,6,1,0,DeepCage,
59,2025gal_qm9,Yes,0,0,0,2,0,0,1,0,1,4,3,3,Parked,
59,2025gal_qm9,Yes,0,0,0,2,0,0,1,0,1,4,2,3,Parked,
9077,2025gal_qm9,Yes,0,0,0,1,0,0,0,2,3,0,0,0,Parked,
3990,2025gal_qm9,Yes,1,0,0,1,0,0,1,5,4,2,2,0,DeepCage,
9692,2025gal_qm9,Yes,0,0,0,2,0,0,0,0,3,5,0,0,Parked,
6401,2025gal_qm9,Yes,0,0,0,0,0,0,0,4,1,0,0,0,Parked,
7558,2025gal_qm9,Yes,0,0,0,3,0,0,0,5,4,1,2,0,DeepCage,
1986,2025gal_qm90,Yes,1,0,0,2,0,0,2,0,0,7,0,1,DeepCage,
1561,2025gal_qm90,Yes,0,0,0,1,0,0,1,7,6,0,0,0,DeepCage,
8708,2025gal_qm90,Yes,1,0,0,1,0,0,0,0,3,2,0,0,DeepCage,
1792,2025gal_qm90,Yes,0,0,0,0,0,0,0,0,4,2,0,0,DeepCage,
1561,2025gal_qm90,Yes,0,0,0,1,0,0,1,7,7,0,0,0,Parked,
498,2025gal_qm90,Yes,0,0,0,1,0,2,0,0,0,5,3,3,DeepCage,
3459,2025gal_qm90,Yes,0,0,0,0,0,0,1,0,2,0,2,0,Parked,
6429,2025gal_qm91,Yes,0,0,0,1,0,0,0,0,3,0,2,0,Parked,
9016,2025gal_qm91,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
6436,2025gal_qm91,Yes,0,0,0,0,0,0,0,1,2,0,0,0,Parked,
9016,2025gal_qm91,Yes,2,0,0,0,0,0,0,0,0,0,0,0,DeepCage,
620,2025gal_qm91,Yes,0,0,0,2,0,0,1,1,4,3,0,0,Parked,
1538,2025gal_qm91,Yes,0,0,0,1,0,0,0,0,0,8,0,2,DeepCage,
1538,2025gal_qm91,Yes,0,0,0,1,0,0,0,0,0,7,0,2,DeepCage,
8503,2025gal_qm91,Yes,0,0,1,0,1,0,1,0,5,0,1,0,Parked,
7558,2025gal_qm92,Yes,0,0,0,3,0,0,1,4,5,1,2,0,DeepCage,
2230,2025gal_qm92,Yes,0,0,0,3,0,0,4,4,4,0,0,2,DeepCage,
4522,2025gal_qm92,Yes,1,0,0,1,0,0,0,0,0,0,1,8,DeepCage,
7558,2025gal_qm92,Yes,0,0,0,3,0,0,1,4,5,1,2,0,DeepCage,
8573,2025gal_qm92,Yes,1,0,0,0,0,0,0,3,4,1,0,2,Parked,
5847,2025gal_qm92,Yes,0,0,0,2,0,0,0,3,4,5,0,4,Parked,
9483,2025gal_qm92,Yes,0,0,1,2,0,0,5,7,6,6,0,0,DeepCage,
3572,2025gal_qm93,Yes,0,0,0,2,0,0,0,2,2,3,1,0,DeepCage,
1868,2025gal_qm93,Yes,0,0,0,3,0,0,0,0,0,1,0,1,Parked,
59,2025gal_qm93,Yes,0,0,0,2,0,0,1,3,4,2,2,2,Parked,
1002,2025gal_qm93,Yes,0,0,1,0,0,0,1,4,5,2,0,0,None,
2530,2025gal_qm93,Yes,0,0,0,0,0,0,0,4,4,4,0,2,DeepCage,
2370,2025gal_qm93,Yes,0,0,0,1,0,1,1,3,5,3,0,1,DeepCage,
1218,2025gal_qm94,Yes,0,0,0,3,0,0,0,2,6,3,0,0,DeepCage,
706,2025gal_qm94,Yes,0,0,0,1,0,0,0,0,0,0,0,4,DeepCage,
4476,2025gal_qm94,Yes,0,0,0,3,0,0,0,7,4,2,0,5,Parked,
180,2025gal_qm94,Yes,0,0,0,4,0,0,2,7,6,2,0,3,DeepCage,
3536,2025gal_qm94,Yes,0,0,0,2,0,0,0,1,2,1,0,0,Parked,
9008,2025gal_qm94,Yes,0,0,0,1,0,0,1,0,4,4,0,0,DeepCage,
706,2025gal_qm94,Yes,0,0,0,1,0,0,0,0,1,3,0,4,Parked,
176,2025gal_qm95,Yes,0,0,0,3,0,0,0,0,1,4,0,2,Parked,
4135,2025gal_qm95,No,0,0,0,0,0,0,0,0,0,0,1,0,Parked,
5712,2025gal_qm95,Yes,0,0,0,2,0,0,0,3,4,4,0,0,Parked,
4381,2025gal_qm95,Yes,0,0,0,2,0,0,0,1,5,3,0,0,DeepCage,
5712,2025gal_qm95,Yes,0,0,0,1,0,0,0,4,3,4,0,0,Parked,
2883,2025gal_qm95,Yes,0,0,0,1,0,0,0,4,4,3,1,0,Parked,
5712,2025gal_qm95,Yes,0,0,0,2,0,0,0,2,5,4,0,0,Parked,
201,2025gal_qm95,Yes,0,0,0,2,0,0,1,2,4,1,1,0,DeepCage,
176,2025gal_qm95,Yes,0,0,0,3,0,0,2,3,7,4,0,2,DeepCage,
971,2025gal_qm96,Yes,0,0,0,1,0,0,0,5,5,4,2,0,DeepCage,
2992,2025gal_qm96,Yes,0,0,1,0,0,0,0,0,0,1,5,4,Parked,
3035,2025gal_qm96,Yes,0,0,0,1,0,1,0,5,4,2,0,0,DeepCage,
3035,2025gal_qm96,Yes,0,0,0,1,0,1,0,5,4,2,0,0,DeepCage,
4946,2025gal_qm96,Yes,0,0,0,4,0,0,0,5,5,2,0,2,DeepCage,
190,2025gal_qm96,Yes,0,0,0,4,0,0,1,4,4,3,0,0,DeepCage,
2992,2025gal_qm96,Yes,0,0,1,0,0,0,1,0,0,2,1,5,DeepCage,
34,2025gal_qm96,Yes,0,0,0,0,0,0,0,0,0,0,0,0,DeepCage,
233,2025gal_qm97,Yes,0,0,0,1,0,0,0,0,0,7,0,0,DeepCage,
3863,2025gal_qm97,Yes,0,0,1,0,0,0,0,0,4,3,0,2,DeepCage,
8214,2025gal_qm97,Yes,0,0,0,1,0,0,0,5,4,4,0,3,Parked,
1501,2025gal_qm97,Yes,0,0,0,3,0,0,2,4,4,3,2,0,DeepCage,
353,2025gal_qm97,Yes,0,0,0,0,0,2,0,0,0,0,0,9,Parked,
6401,2025gal_qm97,Yes,0,0,0,0,0,0,0,1,6,0,0,0,Parked,
1625,2025gal_qm98,Yes,0,0,0,1,0,0,1,0,3,4,1,3,DeepCage,
10589,2025gal_qm98,Yes,1,0,0,1,0,0,0,2,3,2,1,4,Parked,
5411,2025gal_qm98,Yes,0,0,0,3,0,0,1,0,8,6,0,0,DeepCage,
2813,2025gal_qm98,Yes,0,1,0,0,0,0,6,4,3,1,0,0,DeepCage,
9785,2025gal_qm98,Yes,0,0,0,1,0,0,0,4,6,3,0,0,DeepCage,
4680,2025gal_qm98,Yes,0,0,0,0,0,1,0,0,0,0,2,8,Parked,
7769,2025gal_qm99,Yes,0,0,0,3,0,0,1,1,3,3,2,0,DeepCage,
9692,2025gal_qm99,Yes,0,0,0,2,0,0,0,6,0,6,0,0,Parked,
10690,2025gal_qm99,Yes,0,0,0,0,0,0,0,1,0,2,0,3,Parked,
6574,2025gal_qm99,Yes,0,0,0,0,0,1,0,0,0,0,1,2,Parked,
10011,2025gal_qm99,Yes,0,1,0,0,0,0,2,1,4,0,0,0,Parked,
1540,2025gal_qm99,Yes,0,0,0,2,0,0,0,2,9,1,0,2,DeepCage,
10304,2025ncash_qm1,No,0,0,0,0,0,0,2,0,0,0,0,0,Parked,
3737,2025ncash_qm1,Yes,0,0,0,0,0,0,0,0,0,0,2,2,DeepCage,
9762,2025ncash_qm1,Yes,0,0,0,0,0,0,5,0,0,0,0,0,Parked,
3737,2025ncash_qm1,Yes,0,0,0,0,0,0,0,0,0,0,2,2,DeepCage,
8429,2025ncash_qm1,Yes,0,0,0,1,0,0,0,3,2,3,0,0,Parked,
1533,2025ncash_qm1,Yes,0,0,0,1,0,0,0,0,4,0,0,0,Parked,
8429,2025ncash_qm1,Yes,0,0,0,1,0,0,0,3,2,3,0,0,Parked,
9762,2025ncash_qm1,Yes,0,0,0,0,0,0,5,0,0,0,0,0,Parked,
10304,2025ncash_qm1,No,0,0,0,0,0,0,3,0,0,0,0,0,Parked,
10248,2025ncash_qm1,No,0,0,0,0,0,0,0,0,0,0,0,0,None,
10248,2025ncash_qm1,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
8866,2025ncash_qm10,Yes,0,0,0,1,0,0,0,0,0,6,0,0,None,
4935,2025ncash_qm10,Yes,0,0,0,0,0,0,0,1,0,0,0,0,Parked,
9496,2025ncash_qm10,Yes,0,0,0,3,0,0,3,1,3,1,0,2,DeepCage,
8866,2025ncash_qm10,Yes,0,0,0,1,0,0,0,0,0,7,0,0,None,
9605,2025ncash_qm10,Yes,0,0,0,0,0,0,1,0,0,0,0,0,Parked,
4935,2025ncash_qm10,Yes,0,0,0,0,0,0,0,1,0,0,0,0,Parked,
1533,2025ncash_qm10,Yes,0,0,0,1,0,0,0,3,2,0,0,0,DeepCage,
1533,2025ncash_qm10,Yes,0,0,0,1,0,0,0,3,2,0,0,0,DeepCage,
9605,2025ncash_qm10,Yes,1,0,0,0,0,0,4,0,0,0,0,0,Parked,
9605,2025ncash_qm10,Yes,1,0,0,0,0,0,4,0,0,0,0,0,Parked,
9496,2025ncash_qm10,Yes,0,0,0,3,0,0,3,1,3,1,0,2,DeepCage,
10248,2025ncash_qm10,No,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
6932,2025ncash_qm11,Yes,0,0,0,0,0,0,0,0,0,0,0,0,DeepCage,
5727,2025ncash_qm11,No,1,0,0,0,0,0,0,0,0,8,0,0,Parked,
9150,2025ncash_qm11,Yes,1,0,0,0,0,0,0,0,0,6,0,0,Parked,
8727,2025ncash_qm11,Yes,0,0,0,0,0,0,0,0,3,5,0,0,Parked,
1225,2025ncash_qm11,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
3196,2025ncash_qm11,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
5727,2025ncash_qm11,Yes,1,0,0,0,0,0,0,0,0,8,0,0,Parked,
9150,2025ncash_qm11,Yes,1,0,0,0,0,0,0,0,0,8,0,0,Parked,
